"Tw","area","dummy_bounds","enthalpy","heat_flux_perimeter","heat_transfer_coefficient","hydraulic_diameter","jump_pressure_pcs_wse","jump_rho_pcs_wse","pressure","rho","rhoA","rhoE","rhoEA","rhoe","rhou","rhouA","specific_internal_energy","specific_volume","temperature","u","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
550,0.0045603673099999996951,0,2798523.8566724210978,0.048962349359916598757,0,0.016985659999999999648,3176.7702088356018066,0.012483683360642316984,1999999.2544420561753,10.039113620805537153,0.045782045577697307037,26094699.713227286935,119001.41553646809189,26094699.713227286935,0,0,2599303.1555243469775,0.099610387706694780707,485.59996011140583505,0,1,1,0,0,0
550,0.0045603673099999996951,0,2798524.0095435441472,0.048962349359916598757,0,0.016985659999999999648,3113.4266614317893982,0.012234090288643528766,2000000.801591580268,10.039119705929167026,0.045782073328096181686,26094716.730132918805,119001.49313980824081,26094716.73012573272,-0.012011929976416787016,-5.4778812794460184728e-05,2599303.2750385501422,0.09961032732873917328,485.6000421082000571,-0.0011965122768007702917,2,2,0.0049999998882412910461,0,0
550,0.0045603673099999996951,0,2798523.8413151777349,0.048962349359916598757,0,0.016985659999999999648,2852.8726495206356049,0.011206305096379765018,1999999.0860078916885,10.039112944155364815,0.045782042491923975736,26094697.833866704255,119001.40696589351865,26094697.833841923624,0.02230619401049569947,0.00010172443797598237599,2599303.1435146769509,0.099610394420573428187,485.59995158702048457,0.0022219287834073092602,3,3,0.0099999997764825820923,0,0
550,0.0045603673099999996951,0,2798524.0277800476179,0.048962349359916598757,0,0.016985659999999999648,2293.0239059627056122,0.0090009222408298228402,2000000.9612186290324,10.039120306568166896,0.045782076067230642602,26094718.434486985207,119001.50091228881502,26094718.434443529695,-0.029538480438811014206,-0.00013470632058022819692,2599303.2892902847379,0.099610321369068846598,485.60005133997555049,-0.0029423375292639188799,4,4,0.014999999664723873138,0,0
550,0.0045603673099999996951,0,2798523.8515566713177,0.048962349359916598757,0,0.016985659999999999648,1366.4808976948261261,0.0053595903634686692385,1999999.1952497733291,10.039113379954823557,0.045782044479329583875,26094699.047035511583,119001.41249838889053,26094699.046981330961,0.032983057059584326709,0.0001504148551983930859,2599303.1515198163688,0.099610390096470852184,485.59995720248804218,0.0032854551802793518361,5,5,0.019999999552965164185,0,0
550,0.0045603673099999996951,0,2798523.9662102614529,0.048962349359916598757,0,0.016985659999999999648,825.86265945434570312,0.0032366536859171901597,2000000.3417478254996,10.039117874118977269,0.045782064974368874566,26094711.628583941609,119001.46987487106526,26094711.628530949354,-0.032618517717373160525,-0.00014875242189896437442,2599303.2411546413787,0.099610345504361264002,485.60001839526859158,-0.0032491418196676697706,6,6,0.025000000372529029846,0,0
550,0.0045603673099999996951,0,2798523.9772069966421,0.048962349359916598757,0,0.016985659999999999648,1667.863746166229248,0.0065417712471571576316,2000000.4587770993821,10.03911834065959674,0.045782067101965466527,26094712.92757730186,119001.47579875792144,26094712.927535358816,0.029020177505679554952,0.00013234266882729836881,2599303.2497533909045,0.09961034087524237024,485.60002442026251401,0.0028907097736007815111,7,7,0.029999999329447746277,0,0
550,0.0045603673099999996951,0,2798523.7840006821789,0.048962349359916598757,0,0.016985659999999999648,3361.1264069676399231,0.013193655262512038462,1999998.5349739107769,10.039110808571937383,0.04578203275287912738,26094691.833032973111,119001.37959988754301,26094691.833006147295,-0.023207453843622067452,-0.00010583451385678792084,2599303.0987092093565,0.099610415610329336444,485.59992148331599537,-0.0023117041226207290378,8,8,0.035000000149011611938,0,0
550,0.0045603673099999996951,0,2798524.1747964592651,0.048962349359916598757,0,0.016985659999999999648,4922.1016635894775391,0.019330645230070331309,2000002.4725912930444,10.039126276570238261,0.045782103292632929381,26094735.106224883348,119001.57694153732155,26094735.106211788952,0.016215384659935556944,7.3948110122245568651e-05,2599303.4042327813804,0.099610262133453253419,485.6001307142161636,0.0016152187165709575977,9,9,0.039999999105930328369,0,0
550,0.0045603673099999996951,0,2798523.6132323169149,0.048962349359916598757,0,0.016985659999999999648,5925.8033989071846008,0.023271588656825770158,1999996.8036164960358,10.039103995556637017,0.045782001683026866956,26094672.783643655479,119001.29272767521616,26094672.783639702946,-0.0089097189303940227401,-4.0631590951457064701e-05,2599302.9652038021013,0.099610483210713390845,485.59982981956392223,-0.00088750140792818901607,10,10,0.045000001788139343262,0,0
550,0.0045603673099999996951,0,2798524.265248448588,0.048962349359916598757,0,0.016985659999999999648,6062.9613744616508484,0.023800898964623229404,2000003.3647712829988,10.039129760210400377,0.045782119179311644985,26094744.871155362576,119001.62147320706572,26094744.871155194938,0.0018341887446489328443,8.3645743914669306083e-06,2599303.4749466469511,0.099610227568075776494,485.60017871961071023,0.00018270395825728343486,11,11,0.050000000745058059692,0,0
550,0.0045603673099999996951,0,2798523.6473607537337,0.048962349359916598757,0,0.016985659999999999648,5177.0017461776733398,0.020314643019105460553,1999997.1601858993527,10.039105410179109512,0.045782008134224949636,26094676.728547617793,119001.31071788629924,26094676.728546470404,0.0048015774316951401537,2.1896956755936275164e-05,2599302.9918868946843,0.099610469174479840393,485.59984837125125523,0.0004782873807487468586,12,12,0.054999999701976776123,0,0
550,0.0045603673099999996951,0,2798524.0943101830781,0.048962349359916598757,0,0.016985659999999999648,3332.3217913508415222,0.013070176036762859439,2000001.6395300987642,10.039122979847045158,0.045782088258364252165,26094725.905314899981,119001.53498200821923,26094725.905308891088,-0.010984274034555166488,-5.009232423126718821e-05,2599303.3413070579991,0.09961029484422510849,485.60008713629662225,-0.0010941467752318063174,13,13,0.059999998658895492554,0,0
