"kappa_max_aux","kappa_aux","mu_aux","res_aux","c_aux","gx","jump_pressure","jump_rho","kappa_pcs_wse","mu_pcs_wse","visc_max_pcs_wse","ObjectId","GlobalElementId","PedigreeElementId","Cell Type"
4.3185434623730944992,1.9991104795997833476e-10,1.9991104795997833476e-10,0.026505906538659473881,345.48330405725192804,0,0,0,1.1827270854474995935e-09,1.1827270854474995935e-09,8.6370869247470718477,0,1,1,3
4.3185450137045089392,1.9057911097585605834e-10,1.9057911097585605834e-10,0.02526860675061470829,345.48332003932688394,0,0,0,2.8276565733715463595e-09,2.8276565733715463595e-09,8.6370900274090178783,0,2,2,3
4.3185463052717159016,2.7643055621028780044e-10,2.7643055621028780044e-10,0.036651500525294977706,345.48329360450725289,0,0,0,7.5258990258154201046e-09,7.5258990258154201046e-09,8.6370926105434318032,0,3,3,3
4.3185473517936410204,5.5507757747074202546e-10,5.5507757747074202546e-10,0.073596920912677887827,345.48332100341121986,0,0,0,1.2731437677938757769e-08,1.2731437677938757769e-08,8.6370947035872820408,0,4,4,3
4.3185468381257754444,3.2275366103706985075e-10,3.2275366103706985075e-10,0.042793424841534033476,345.48330337792555156,0,0,0,1.4445444391541617357e-08,1.4445444391541617357e-08,8.6370936762515508889,0,5,5,3
4.318545664736944012,2.1038539027224046632e-10,2.1038539027224046632e-10,0.027894670582099934109,345.48330233370552378,0,0,0,1.1505451200437764845e-08,1.1505451200437764845e-08,8.6370913294738898003,0,6,6,3
4.3185442470212453969,1.9128535670637677817e-10,1.9128535670637677817e-10,0.025362240452523113904,345.4833265352831404,0,0,0,5.6530942482672928567e-09,5.6530942482672928567e-09,8.6370884940424907938,0,7,7,3
4.318542595356215763,2.9739309369408165751e-10,2.9739309369408165751e-10,0.039430889271898195148,345.48328049396337747,0,0,0,1.8526155668076708296e-09,1.8526155668076708296e-09,8.6370851907134245096,0,8,8,3
4.3185429581736123339,4.1713759115164989632e-10,4.1713759115164989632e-10,0.055307686690866830759,345.4833414390022881,0,0,0,1.2379713000298564817e-09,1.2379713000298564817e-09,8.6370859163465851793,0,9,9,3
4.3185427845042401174,2.7246990251715859101e-10,2.7246990251715859101e-10,0.0361263862982923456,345.48327644403235581,0,0,0,3.9217112403519722139e-09,3.9217112403519722139e-09,8.6370855690084802347,0,10,10,3
4.3185437841182867658,2.626215638110403261e-10,2.626215638110403261e-10,0.034820638214114296716,345.48333341558327447,0,0,0,7.4630439293467380805e-09,7.4630439293467380805e-09,8.6370875682365735315,0,11,11,3
4.3185429168201601158,4.002231490341086542e-10,4.002231490341086542e-10,0.053064992849840571243,345.48329481703416377,0,0,0,7.8874044599565319617e-09,7.8874044599565319617e-09,8.6370858336403202316,0,12,12,3
4.3185422820427250556,5.8084293762654709223e-10,5.8084293762654709223e-10,0.077013146248646080494,345.48330874331054474,0,0,0,4.901255487912812444e-09,4.901255487912812444e-09,8.6370845640854501113,0,13,13,3
4.3185421946948263638,8.4814780225517376536e-10,8.4814780225517376536e-10,0.11245469319874246139,345.48332058912706088,0,0,0,3.6890654156224917785e-09,3.6890654156224917785e-09,8.6370843893892992327,0,14,14,3
4.3185415691614172928,9.1344103124106057563e-10,9.1344103124106057563e-10,0.12111176214830265963,345.48328677880078885,0,0,0,2.2540125022570674834e-09,2.2540125022570674834e-09,8.637083138322836362,0,15,15,3
4.3185421084868549357,6.5320374810693330422e-10,6.5320374810693330422e-10,0.086607379166025566519,345.48333535647100234,0,0,0,1.4439917220863855664e-09,1.4439917220863855664e-09,8.6370842169737080951,0,16,16,3
4.3185419796431459005,3.1156774963334608968e-10,3.1156774963334608968e-10,0.041310291986519587226,345.48328039115688171,0,0,0,1.263288389777802487e-09,1.263288389777802487e-09,8.6370839592857056033,0,17,17,3
4.3185433916118025621,3.5387731106597667748e-10,3.5387731106597667748e-10,0.046920087521357338456,345.48333435496488164,0,0,0,1.2767559846276300125e-09,1.2767559846276300125e-09,8.6370867832236051242,0,18,18,3
4.3185443909655072403,4.1396630356619779909e-10,4.1396630356619779909e-10,0.054887160467842477374,345.48328636517464929,0,0,0,4.8630925825873493231e-09,4.8630925825873493231e-09,8.6370887819310127043,0,19,19,3
4.3185462791922439862,3.9042209927570512483e-10,3.9042209927570512483e-10,0.051765497961241635494,345.48332617751646012,0,0,0,1.1096798534419923639e-08,1.1096798534419923639e-08,8.6370925583844879725,0,20,20,3
4.3185466138480901321,3.7833480602229445222e-10,3.7833480602229445222e-10,0.050162844760052394122,345.48329469122711544,0,0,0,1.6335500531498021377e-08,1.6335500531498021377e-08,8.6370932276961802643,0,21,21,3
4.3185466510708243604,4.0664349542715106534e-10,4.0664349542715106534e-10,0.053916255667331824952,345.4833183912475647,0,0,0,1.7987628213809584388e-08,1.7987628213809584388e-08,8.6370933021416504971,0,22,22,3
4.3185451092447522115,2.5177501635521244872e-10,2.5177501635521244872e-10,0.033382499774234020151,345.48330259772069439,0,0,0,1.4409899492648955798e-08,1.4409899492648955798e-08,8.6370902184895061993,0,23,23,3
4.3185436538464108125,2.0953410868623122583e-10,2.0953410868623122583e-10,0.027781853892520302907,345.48330890791152115,0,0,0,9.0986578230339883669e-09,9.0986578230339883669e-09,8.637087307701712291,0,24,24,3
4.3185439643905318974,2.4397345429315412953e-10,2.4397345429315412953e-10,0.032348100758099462837,345.48331482818360882,0,0,0,9.3809178537391996933e-09,9.3809178537391996933e-09,8.6370879287877588837,0,25,25,3
