-5,2e+06,23.459,0,297
-4.99,2e+06,23.459,0,297
-4.98,2e+06,23.459,0,297
-4.97,2e+06,23.459,0,297
-4.96,2e+06,23.459,0,297
-4.9499,2e+06,23.459,0,297
-4.9399,2e+06,23.459,0,297
-4.9299,2e+06,23.459,0,297
-4.9199,2e+06,23.459,0,297
-4.9099,2e+06,23.459,0,297
-4.8999,2e+06,23.459,0,297
-4.8899,2e+06,23.459,0,297
-4.8799,2e+06,23.459,0,297
-4.8699,2e+06,23.459,0,297
-4.8599,2e+06,23.459,0,297
-4.8498,2e+06,23.459,0,297
-4.8398,2e+06,23.459,0,297
-4.8298,2e+06,23.459,0,297
-4.8198,2e+06,23.459,0,297
-4.8098,2e+06,23.459,0,297
-4.7998,2e+06,23.459,0,297
-4.7898,2e+06,23.459,0,297
-4.7798,2e+06,23.459,0,297
-4.7698,2e+06,23.459,0,297
-4.7598,2e+06,23.459,0,297
-4.7497,2e+06,23.459,0,297
-4.7397,2e+06,23.459,0,297
-4.7297,2e+06,23.459,0,297
-4.7197,2e+06,23.459,0,297
-4.7097,2e+06,23.459,0,297
-4.6997,2e+06,23.459,0,297
-4.6897,2e+06,23.459,0,297
-4.6797,2e+06,23.459,0,297
-4.6697,2e+06,23.459,0,297
-4.6597,2e+06,23.459,0,297
-4.6496,2e+06,23.459,0,297
-4.6396,2e+06,23.459,0,297
-4.6296,2e+06,23.459,0,297
-4.6196,2e+06,23.459,0,297
-4.6096,2e+06,23.459,0,297
-4.5996,2e+06,23.459,0,297
-4.5896,2e+06,23.459,0,297
-4.5796,2e+06,23.459,0,297
-4.5696,2e+06,23.459,0,297
-4.5596,2e+06,23.459,0,297
-4.5495,2e+06,23.459,0,297
-4.5395,2e+06,23.459,0,297
-4.5295,2e+06,23.459,0,297
-4.5195,2e+06,23.459,0,297
-4.5095,2e+06,23.459,0,297
-4.4995,2e+06,23.459,0,297
-4.4895,2e+06,23.459,0,297
-4.4795,2e+06,23.459,0,297
-4.4695,2e+06,23.459,0,297
-4.4595,2e+06,23.459,0,297
-4.4494,2e+06,23.459,0,297
-4.4394,2e+06,23.459,0,297
-4.4294,2e+06,23.459,0,297
