"kappa_max_liq_aux","kappa_liq_aux","mu_liq_aux","kappa_max_vap_aux","kappa_vap_aux","mu_vap_aux","beta_max_aux","beta_aux","pI_aux","vI_aux","gx","jump_alpha","jump_pressure_liquid","jump_pressure_vapor","jump_rho_liquid","jump_rho_vapor","ObjectId","GlobalElementId","PedigreeElementId","Cell Type"
640.29445864073795747,3.2004492339803576328,3.2004492339803576328,437.02682936177257034,20.317967382167701373,20.317967382167701373,0.40846490922149114589,0.40846490922149114589,8.4696751284079181644e-05,0,0,0.00057027057707081940663,102093.46431326121092,101683.26387462764978,0.25179359281150937022,0.53679630826943025568,0,1,1,3
639.36919331101023545,7.4271324103826792395,7.4271324103826792395,437.13602693710311087,47.383209117111839248,47.383209117111839248,1.2371197663847619541,1.2371197663847619541,8.5475080512252711975e-05,0,0,0.00040236383113939622191,78157.506582587957382,77911.86347174923867,0.19505456632560935759,0.41412030422202406044,0,2,2,3
637.4808608147313862,6.935837842467783787,6.935837842467783787,436.88294342749389898,44.718829508924912375,44.718829508924912375,2.1440966301292712082,2.1440966301292712082,8.6760712251069852874e-05,0,0,0.00019591691582793169246,42061.8498141951859,42044.574312823824584,0.10979920447886115653,0.2296944553735329464,0,3,3,3
635.12128601475933465,6.2105067061950176566,6.2105067061950176566,436.49981629395699656,40.618362839428030497,40.618362839428030497,3.1832168299479413065,3.1832168299479413065,8.8324094654425848059e-05,0,0,0.00017029675322116633041,25335.613338248804212,25401.678670771420002,0.071058713257912131667,0.14551442892119581529,0,4,4,3
632.49483489128601832,7.8824351354702724137,7.8824351354702724137,436.07124818940633304,52.046448251813586694,52.046448251813586694,4.3604331453326032886,4.3604331453326032886,9.0114850941131196009e-05,0,0,0.00016925365792713753521,23443.420254401862621,23406.114185197278857,0.068932524852755250322,0.13852061069655263736,0,5,5,3
629.59819050285545927,11.236951055277465628,11.236951055277465628,435.58608400232924396,75.699959651510368985,75.699959651510368985,5.6660275743722756658,5.6660275743722756658,9.2139355906970256643e-05,0,0,0.00017595172203183073734,25683.461230480112135,25748.903208273462951,0.077593206933272540482,0.15485220658809595307,0,6,6,3
626.35998628663128329,8.6993129158633095699,8.6993129158633095699,435.0048702537205827,60.628511109709862126,60.628511109709862126,7.0944718783847680044,7.0944718783847680044,9.4424554997517875761e-05,0,0,0.00012722839880563441284,15856.226370169781148,16148.526593859307468,0.054975764515290848067,0.10689956957567403606,0,7,7,3
622.86987734353965607,13.571318301606901002,13.571318301606901002,434.34720228176939827,95.097199060558921246,95.097199060558921246,8.6210956042290654011,7.6502776363708511198,9.6917116863757095673e-05,0,0,4.6243250099997634806e-05,20323.67419717926532,20403.936549479141831,0.054361436214094283059,0.11356039835656872583,0,8,8,3
619.43284260426207766,21.287757656427157116,21.287757656427157116,433.67535947184546785,150.25755269854994367,150.25755269854994367,10.116841079748221333,7.3954023440619813812,9.9439496092757227513e-05,0,0,0.00013868131869870792272,32105.324437388218939,31950.334456767886877,0.073041236076107907138,0.15971752453198462263,0,9,9,3
616.23475024685717472,22.78530345340979224,22.78530345340979224,433.03141438058730728,164.33733212537742929,164.33733212537742929,11.49538935844981502,6.8309275616907783046,0.00010181113306454819519,0,0,0.00014443574290279315164,39018.305314715951681,38911.041145596653223,0.095742264463410720055,0.20391028643143727095,0,10,10,3
613.37949038365070464,25.404822576091952158,25.404822576091952158,432.45054264977170533,186.61035836304074564,186.61035836304074564,12.719389476688832019,6.0093023583389086895,0.00010398643692810612593,0,0,0.00011637435056122136245,48103.290386194363236,48010.494761316105723,0.12495891078918930361,0.26058058531825167847,0,11,11,3
610.99836004411440626,23.325295936734438129,23.325295936734438129,431.96808425935989817,174.11902193119564686,174.11902193119564686,13.738005970547908063,4.9303653233243638354,0.00010593436377460911505,0,0,0.00033925704983356341771,47671.454246385022998,47649.006225124932826,0.12803698667823937285,0.26327037023662569482,0,12,12,3
609.11318197958280507,24.336336935619122812,24.336336935619122812,431.59579898266235887,183.80323625332414395,183.80323625332414395,14.538759621974890024,3.7598424168727961892,0.00010746011165762043714,0,0,0.00050866568908325415777,52607.782572029158473,52582.528151795268059,0.14559824296293299994,0.29468023765520712232,0,13,13,3
607.82897469196859674,22.609190031389577058,22.609190031389577058,431.37721735713506632,172.24030477529629479,172.24030477529629479,15.104150653115290481,2.4736433727689570716,0.00010838839065115189568,0,0,0.00037698672877456429475,50755.843661569990218,50748.294459609314799,0.14334566703712425806,0.28452192082809801832,0,14,14,3
607.12626257532451746,17.417316884605817506,17.417316884605817506,431.3069260286208646,133.87177609719122984,133.87177609719122984,15.421984253095260442,1.2012534392917282311,0.00010899852016240887563,0,0,0.0002560946584898582401,39915.198980550281703,40069.647540533915162,0.11584784968243866388,0.22082875235763310684,0,15,15,3
606.88434646195401001,12.99496030662816537,12.99496030662816537,431.36562450957785586,100.22257349487503575,100.22257349487503575,15.531529737387245405,0.23041345361915183121,0.00010942378399701483608,0,0,0.00017919484515899197774,29990.185082053765655,30143.539849405176938,0.092768030030413228815,0.15960371989357469147,0,16,16,3
607.01713448878831514,6.6939009497758110712,6.6939009497758110712,431.56058336317994417,50.767221354421607771,50.767221354421607771,15.494389305309333338,0.46531987307320066272,0.00010957941203857078638,0,0,0.000299208189116051404,15412.471335979178548,15231.084123040549457,0.040546460078530799365,0.10410480198006411001,0,17,17,3
