"kappa_max_liq_aux","kappa_liq_aux","mu_liq_aux","kappa_max_vap_aux","kappa_vap_aux","mu_vap_aux","beta_max_aux","beta_aux","pI_aux","vI_aux","gx","jump_alpha","jump_pressure_liquid","jump_pressure_vapor","jump_rho_liquid","jump_rho_vapor","ObjectId","GlobalElementId","PedigreeElementId","Cell Type"
160.51546298051832196,1.1863636358730124016e-08,1.1863636358730124016e-08,109.37509581049457097,7.477724644421723177e-08,7.477724644421723177e-08,6.5364017232769895233e-07,6.5364017232769895233e-07,8.3738309870465092721e-05,0,0,4.2967654878545147312e-06,958.04223693907260895,955.94692499190568924,0.0023239940542225667741,0.0049942860931651011924,0,1,1,3
160.51546154159410662,2.1748352453405411205e-08,2.1748352453405411205e-08,109.37509569951320998,1.4767639666229385593e-07,1.4767639666229385593e-07,1.1878877499290132612e-06,8.6326029007882002424e-07,8.3738313098382076991e-05,0,0,4.3614560696347837165e-06,973.9702732264995575,970.78270870447158813,0.0023626258828244317556,0.0050717943877884863468,0,2,2,3
160.51544879057900062,6.3650605050635194638e-08,6.3650605050635194638e-08,109.37509266518067363,4.6180782871947665414e-07,4.6180782871947665414e-07,3.4842485380684780863e-06,3.4842485380684780863e-06,8.3738338243560171649e-05,0,0,4.3677952661358432351e-06,979.25063362345099449,973.29757463559508324,0.0023754284470669517759,0.0050849337837917119032,0,3,3,3
160.51543608026139509,2.296962294114203711e-07,2.296962294114203711e-07,109.37509313361940144,1.4881677004019835583e-06,1.4881677004019835583e-06,1.3519903483979996757e-05,6.6480633289374417395e-06,8.3738379546144598234e-05,0,0,4.0427071501536460119e-06,899.10857162997126579,898.78380922600626945,0.0021810256982917053392,0.0046956418701427082851,0,4,4,3
160.51547122140516421,2.9312066179068819239e-07,2.9312066179068819239e-07,109.37510625535971087,2.0732181346067833141e-06,2.0732181346067833141e-06,1.3408832713547593914e-05,1.3408832713547593914e-05,8.3738326545738694983e-05,0,0,5.1978356065962572075e-06,1168.7101256474852562,1159.3592171296477318,0.0028350185816634621006,0.0060569959618703705928,0,5,5,3
160.51586182482196818,1.6316623239317241685e-06,1.6316623239317241685e-06,109.37531890584172345,1.142018570886435708e-05,1.142018570886435708e-05,9.4467228253877728395e-05,9.4467228253877728395e-05,8.3737801902949047183e-05,0,0,4.0093687492248619719e-06,924.1903255395591259,900.50533042848110199,0.0022418794239911221666,0.0047046447124330370571,0,6,6,3
160.5168803515883269,2.1764462534313760896e-06,2.1764462534313760896e-06,109.3758867380241071,1.0229681279551880116e-05,1.0229681279551880116e-05,0.000340377317271702885,0.000340377317271702885,8.3736449704648437597e-05,0,0,8.9145723447536795447e-07,339.57786918804049492,238.09931548684835434,0.00082374466592227690853,0.0012439419159875342302,0,7,7,3
160.51749854672920037,4.7512430882823217932e-05,4.7512430882823217932e-05,109.37622500708476991,0.00026981773352990857592,0.00026981773352990857592,0.00049291628945865434679,0.00049291628945865434679,8.3735518205683534109e-05,0,0,2.0551342571950570459e-05,5071.4331397339701653,4712.2880535759031773,0.012302368236987604178,0.024619180613655089473,0,8,8,3
160.51393850096425808,0.00020579932527607739398,0.00020579932527607739398,109.3752017639463503,0.0016161472740384259187,0.0016161472740384259187,0.0006550044754898611812,0.0006550044754898611812,8.3741573407868818068e-05,0,0,7.1461342277645556464e-05,16936.429304882884026,16184.454094689339399,0.041093185206136695342,0.084564608490666159923,0,9,9,3
160.50188450360226966,0.0041653177231520746582,0.0041653177231520746582,109.37434765906348844,0.02836924011905993942,0.02836924011905993942,0.0061115701892940667295,0.0061115701892940667295,8.3771249314133975337e-05,0,0,0.0001571998201987945265,36368.5241405852139,35324.4521747790277,0.088300655400644245674,0.18464531848695742156,0,10,10,3
160.46971573009133749,0.022526289454301594295,0.022526289454301594295,109.37140782123969984,0.15017873171065163063,0.15017873171065163063,0.020809475385762426364,0.020809475385762426364,8.3852092975190829056e-05,0,0,0.00025403841886961764374,57540.760812614113092,56638.634532067924738,0.13992052448384129093,0.29633632649927221792,0,11,11,3
160.40589771042613165,0.065976335012012804482,0.065976335012012804482,109.36463544518360891,0.43670003639871746159,0.43670003639871746159,0.050100218517491190706,0.050100218517491190706,8.4014698199722130721e-05,0,0,0.00031619082211209459388,69842.421929106116295,69552.017577722668648,0.17036035037131114223,0.36460550211569398016,0,12,12,3
160.30375688897768782,0.12408256436104567189,0.12408256436104567189,109.35260612027082061,0.81916957971302317709,0.81916957971302317709,0.097127680755691156445,0.097127680755691156445,8.4278113744413432791e-05,0,0,0.00031619980596597763167,67640.259722493588924,68004.830639488995075,0.16590863183455439867,0.35775446312899816803,0,13,13,3
160.16438825326730466,0.17124458118453317335,0.17124458118453317335,109.334949949851989,1.1281847920723255818,1.1281847920723255818,0.16144118942755206203,0.16144118942755206203,8.4641632720665742101e-05,0,0,0.00027264715663610772367,56085.344244129955769,56697.141656167805195,0.13886531269872648409,0.3000491727121641361,0,14,14,3
159.99373781291274099,0.20102840342110223082,0.20102840342110223082,109.31221912351193737,1.3198895616358199412,1.3198895616358199412,0.24023851016306418948,0.24023851016306418948,8.5091283803309861861e-05,0,0,0.00022340985418267678142,44195.62889489158988,44698.35719945281744,0.11094074161860589811,0.23840436354601024505,0,15,15,3
159.797857928159317,0.22383278772775003218,0.22383278772775003218,109.28523176035363917,1.4652951042540625082,1.4652951042540625082,0.33065981663314325534,0.33065981663314325534,8.5611956511781581755e-05,0,0,0.0001891027279712353959,35719.43929635360837,36057.361118003726006,0.09123441930569242686,0.1941221500045742232,0,16,16,3
159.58093767280382735,0.24423445185216413611,0.24423445185216413611,109.25454629797056327,1.5981218873899338817,1.5981218873899338817,0.43067053779025965543,0.43067053779025965543,8.6193285334739037722e-05,0,0,0.00016663637037450662604,29900.244071535766125,30139.150566145777702,0.077893898875572631368,0.16416274359110616388,0,17,17,3
159.34578263078947202,0.25982376211065827398,0.25982376211065827398,109.22049333013909234,1.7030825970390655044,1.7030825970390655044,0.53889882685960999176,0.53444959070179076654,8.6828585061879127701e-05,0,0,0.00015057894674819216618,25401.928554460406303,25586.356445200741291,0.067719169478095864179,0.14138260941626867861,0,18,18,3
159.09452564777566863,0.27403871089988485199,0.27403871089988485199,109.18330723375433422,1.8012696084289832044,1.8012696084289832044,0.65433321993765913849,0.5873014499146986811,8.7513099754728187075e-05,0,0,0.00013939153741859833247,22049.996895242482424,22193.398338742554188,0.060284277789151019533,0.12464789665375519689,0,19,19,3
158.82861862831964572,0.28588386866752130144,0.28588386866752130144,109.14308813983804214,1.8858059761795655795,1.8858059761795655795,0.77620413715444969149,0.62000334567326409463,8.8243642460046644617e-05,0,0,0.00013185793547609847565,19378.513864759355783,19488.359981440007687,0.05446563741566023964,0.11150980952842814986,0,20,20,3
158.54920354314037922,0.29468184171626476964,0.29468184171626476964,109.09987866889389352,1.9526681665306964142,1.9526681665306964142,0.90391881361635051384,0.65055924811264964625,8.9018075709885525256e-05,0,0,0.00012622756759350650668,17141.442158482968807,17229.667354121804237,0.049646584350966804777,0.10066476938587243239,0,21,21,3
158.25729921846905768,0.30940454145829332511,0.30940454145829332511,109.05377063469009613,2.0605942447467513468,2.0605942447467513468,1.0370567342601373362,0.67945148769905194808,8.9834829609193090662e-05,0,0,0.0001230127328197827552,15677.138642329722643,15748.795136921107769,0.046761433634173954488,0.09398107841192882006,0,22,22,3
157.95328640666144793,0.3140584219457437376,0.3140584219457437376,109.0045999811428743,2.1023279817425493121,2.1023279817425493121,1.1752339883527360698,0.70715357151261426516,9.0693315086234210787e-05,0,0,0.00012101954860899155619,14032.921433679759502,14083.158781237900257,0.043340477500350971241,0.086213311921341073685,0,23,23,3
157.63785680258916955,0.3372105325035024137,0.3372105325035024137,108.95248320169324074,2.2704375546040651557,2.2704375546040651557,1.3182529079026266139,0.73415874345401310741,9.1593050155402863611e-05,0,0,0.00012107721495469014883,13424.021407317370176,13462.044719107449055,0.042564809412624526885,0.083523687486945163982,0,24,24,3
157.31087946821858736,0.34739811385958152545,0.34739811385958152545,108.89715946038811012,2.3573663947280270037,2.3573663947280270037,1.4659179385954255181,0.76090219203507758472,9.2534630644296948353e-05,0,0,0.00012168423774161496453,12428.366302508860826,12474.271108292043209,0.040760396000905529945,0.078627889460079813944,0,25,25,3
156.97269342292690908,0.36757129734488724893,0.36757129734488724893,108.83861539293638998,2.4998096621245182725,2.4998096621245182725,1.6181468679100858843,0.7869885266038545435,9.3518475123479250909e-05,0,0,0.00012372585839237615346,11905.086805887520313,11888.329812873154879,0.04021177221079597075,0.076559992137248400468,0,26,26,3
156.62318512974968598,0.4024090987983812151,0.4024090987983812151,108.7767562804044843,2.7839555019928057256,2.7839555019928057256,1.7748817031275305744,0.81450006145192288542,9.4545715452392910466e-05,0,0,0.00012584264457760063749,11874.526738993823528,11970.124139450490475,0.040906196935338812182,0.078302681065849810693,0,27,27,3
156.26180546302612129,0.41444217364882007804,0.41444217364882007804,108.71126470004344355,2.8176952342311079036,2.8176952342311079036,1.9361600841380028903,0.8397551831184251192,9.5617930386319082911e-05,0,0,0.00013606954680778216016,11203.272508930414915,11009.67901124805212,0.040014344159772008425,0.074442659772074648572,0,28,28,3
155.88879060052832415,0.5571977803122321049,0.5571977803122321049,108.64231457792902802,3.9114834384253693855,3.9114834384253693855,2.1020339871295758982,0.87203509150613378598,9.673780892440915209e-05,0,0,0.00013816510155306716001,13864.090159393846989,13950.385560397058725,0.047961268910739818239,0.092220353473209115691,0,29,29,3
155.50169068715359799,0.34874702413265601386,0.34874702413265601386,108.56911726222051584,2.5050100237235310985,2.5050100237235310985,2.2732214009978264357,0.90215966441949890786,9.7909272023120527944e-05,0,0,0.00013274885387271062598,8018.3394247032701969,8183.2769864164292812,0.031555899322029290488,0.061586169564691317646,0,30,30,3
155.10419364021760202,0.67163925375888755553,0.67163925375888755553,108.49146600345261504,4.528177462028524225,4.528177462028524225,2.4477818068440866384,0.9080840933460581077,9.9127009445017645432e-05,0,0,0.00016106899675261132643,15706.482090245932341,15068.0005057528615,0.040736131326866598101,0.08476998699444493468,0,31,31,3
154.71245209041268254,0.95380864195433190389,0.95380864195433190389,108.41339192655797774,6.6736365509071537971,6.6736365509071537971,2.6200810855565341839,0.89007308609515733977,0.00010034240488087240914,0,0,0.00014076148392927478881,23862.244316700845957,23524.856956571340561,0.052774048382161709014,0.11648904774730794998,0,32,32,3
154.33035322553999436,1.0448327804678627651,1.0448327804678627651,108.33546487721179119,7.439237931807070936,7.439237931807070936,2.7865213328980549257,0.86332386929775528639,0.00010154448808799328293,0,0,0.00021732043878253115565,27785.1045001745224,27609.410397619009018,0.064852517955159783014,0.14091093390402420482,0,33,33,3
