"Hw_liquid","Hw_vapor","Tw","alpha_A_liquid","alpha_liquid","alpha_rhoE_A_liquid","alpha_rhoE_A_vapor","alpha_rho_A_liquid","alpha_rho_A_vapor","alpha_rhou_A_liquid","alpha_rhou_A_vapor","alpha_vapor","area","density_liquid","density_vapor","dummy_bounds","enthalpy_liquid","enthalpy_vapor","heat_flux_perimeter","hydraulic_diameter","internal_energy_liquid","internal_energy_vapor","momentum_liquid","momentum_vapor","pressure_liquid","pressure_mix","pressure_vapor","specific_internal_energy_liquid","specific_internal_energy_vapor","specific_volume_liquid","specific_volume_vapor","temperature_liquid","temperature_vapor","total_energy_liquid","total_energy_vapor","velocity_liquid","velocity_vapor","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
0,0,550,0.00017169481127544039458,0.90000005910427316458,164277.17039195937105,4531.657571790214206,0.10362521459070681007,0.0018454658694656226724,0,0,0.099999940895726835421,0.00019077199999999999562,603.54307635113480046,96.736783187021984531,0,1610154.3948107373435,2610623.002565514762,0.048962349359916598757,0.016985659999999999648,956797524.46577250957,237543258.45486062765,0,0,15000012.3785997089,15000012.433476898819,15000012.927371937782,1585301.1358366042841,2455562.9268301837146,0.001656882564283134688,0.01033732947338854638,615.30001138479110523,615.30010768452848424,956797524.46577250957,237543258.45486062765,0,0,1,1,0,0,0
0,0,550,0.0001716947994073233911,0.89999999689327259134,164277.14955179364188,4531.6567672111623324,0.10362520153733432993,0.0018454656294633788993,1.1390570493544699204e-05,2.3353488032442060139e-07,0.10000000310672740866,0.00019077199999999999562,603.54304204344089158,96.736710425523355639,0,1610154.3713742413092,2610622.8585947281681,0.048962349359916598757,0.016985659999999999648,956797469.22367179394,237543068.50192528963,0.066341965702304495078,0.01224156967841867269,14999998.235078400001,14999998.311590977013,14999999.000204144046,1585301.1344215031713,2455562.8101992094889,0.0016568826584666741276,0.010337337248715834648,615.29999837665548057,615.29999167165738072,956797469.22367548943,237543068.50192606449,0.00010992085250073919543,0.00012654523421946764841,2,2,1,0,0
0,0,550,0.00017169469273124529098,0.8999994377122706446,164276.96286167757353,4531.6496154889418904,0.10362508459810508554,0.0018454635029245092075,3.3249836807831069678e-05,6.0703571246594967216e-07,0.1000005622877293554,0.00019077199999999999562,603.54273594414496529,96.736058025707635011,0,1610154.1622981938999,2610621.5677226083353,0.048962349359916598757,0.016985659999999999648,956796976.35625767708,237541365.33256408572,0.19365675361833831203,0.031819779590181895834,14999872.049016047269,14999872.256696486846,14999874.125808764249,1585301.121816177154,2455561.7644605427049,0.0016568834987892974622,0.010337406964983518812,615.2998823224811531,615.29895146943999862,956796976.3562887907,237541365.33256933093,0.0003208666794993293085,0.00032893401115978676379,3,3,2,0,0
0,0,550,0.00017169480133702127479,0.90000000700847759827,164277.16009492101148,4531.6576989773539026,0.10362520810317915609,0.0018454659752875127686,2.1796438799253215461e-05,2.9696886416488952173e-07,0.099999992991522401731,0.00019077199999999999562,603.54307350152259914,96.736738338256728298,0,1610154.3928617867641,2610622.9138271850534,0.048962349359916598757,0.016985659999999999648,956797519.87631583214,237543141.37177190185,0.1269487406113641581,0.015566691389611017615,15000011.203451702371,15000010.517405040562,15000004.342984601855,1585301.1357173698489,2455562.8549430854619,0.0016568825721060605888,0.010337334265946894821,615.30001030378025462,615.30003617700958785,956797519.87632918358,237543141.37177315354,0.00021033915586978217584,0.00016091809230924644853,4,4,3,0,0
0,0,550,0.00017169543116344007671,0.90000330847000653556,164278.28409927064786,4531.7022862478333991,0.10362591204275492518,0.0018454794355836740775,-0.00034387297425369269801,-6.6257320822854044235e-06,0.099996691529993464442,0.00019077199999999999562,603.5449594701881324,96.740637763267201876,0,1610155.6810581858736,2610630.6292216517031,0.048962349359916598757,0.016985659999999999648,956800556.57579219341,237553321.30540218949,-2.0028079484907994612,-0.34732305054708290104,15000788.685840737075,15000784.890301886946,15000750.729196440428,1585301.213377216598,2455569.1051646354608,0.0016568773946481687043,0.010336917588315754774,615.30072534950329555,615.30625343661631632,956800556.57911527157,237553321.30602568388,-0.0033184072156760796406,-0.0035902497500276226924,5,5,4,0,0
0,0,550,0.00017169697614190983378,0.90001140702990922726,164280.96140753984218,4531.8030668705150674,0.10362758919575260075,0.0018455091613479015708,-0.0010661588839450180863,-1.9415747734208388766e-05,0.099988592970090772738,0.00019077199999999999562,603.54929669875502896,96.750031616090424791,0,1610158.6437606643885,2610649.2155580944382,0.048962349359916598757,0.016985659999999999648,956807540.19963014126,237577845.27469104528,-6.2095379190826491822,-1.0178623040606957773,15002576.78359699063,15002573.991927975789,15002548.863722022623,1585301.3920040968806,2455584.1616405183449,0.0016568654879886679076,0.01033591393507814378,615.3023697953555029,615.32123074316814382,956807540.23157310486,237577845.28004527092,-0.010288369074485010507,-0.010520537172531693737,6,6,5,0,0
0,0,550,0.00017169473238771830199,0.89999964558592615571,164276.82504197699018,4531.6286860356485704,0.10362499937789085291,0.0018454552587603291047,0.00013217017100255033942,5.3406225118023513014e-06,0.10000035441407384429,0.00019077199999999999562,603.54210019610002291,96.735826967812172938,0,1610153.7279698716011,2610621.109246826265,0.048962349359916598757,0.016985659999999999648,956795952.66164255142,237540762.02770873904,0.76979747231898631998,0.27994693057427832983,14999609.955382678658,14999631.947372855619,14999829.874505024403,1585301.0955669290852,2455561.3930581058376,0.0016568852440866756529,0.010337431656347336947,615.29964126377831235,615.29858277537255162,956795952.66213345528,237540762.02811381221,0.0012754660728205495599,0.0028939322622158151349,7,7,6,0,0
0,0,550,0.00017167593756750972522,0.89990112578108805153,164243.48757162838592,4530.3162689956197937,0.10360411958197345006,0.0018450604734120154646,0.0095425154236374702676,0.00018273611158808314089,0.10009887421891194847,0.00019077199999999999562,603.48655175529324879,96.619943505882517343,0,1610115.8024300085381,2610391.6614126269706,0.048962349359916598757,0.016985659999999999648,956706510.29694843292,237238240.91811344028,55.584466634323625556,9.5693084495353204488,14976720.678425265476,14976814.049003560096,14977653.461925799027,1585298.8066002202686,2455375.4878118890338,0.0016570377535197972161,0.010349830104579980927,615.27858260916082145,615.11375667841184622,956706512.85676765442,237238241.39198902249,0.092105559722335750283,0.09904071667101224663,8,8,7,0,0
0,0,550,0.00017162486232293942237,0.89963339653061991097,164153.3912764780398,4526.6557111163874652,0.1035476844165918453,0.001843950624921068468,0.035057039004098032586,0.00065182200920780913791,0.10036660346938008903,0.00019077199999999999562,603.33731963467175774,96.304244322128226941,0,1610014.1087418566458,2609765.8222827729769,0.048962349359916598757,0.016985659999999999648,956466231.75815176964,236414218.78595578671,204.2655040161526756,34.04279115769513453,14915330.606164671481,14915528.324721204117,14917300.569775059819,1585292.6723268236965,2454868.1156271109357,0.0016574476125652435818,0.01038375833836666963,615.22203605052379771,614.60982856054783952,956466266.33615219593,236414224.80288493633,0.33855937196100838182,0.35349211654499196333,9,9,8,0,0
0,0,550,0.00017153664018787571216,0.89917094850332179856,163999.05071373729152,4520.4178170596596829,0.10345098796626427118,0.0018420625578092059398,0.078358994670932033411,0.0014357517025758849243,0.10082905149667820144,0.00019077199999999999562,603.08391171098753603,95.76439306573981014,0,1609842.077841872815,2608693.4391855052672,0.048962349359916598757,0.016985659999999999648,956058255.87810456753,235005599.15074640512,456.80616447371971844,74.64127089896764744,14811428.659704776481,14811719.75308040157,14814315.658752206713,1585282.3086686332244,2453997.6877357857302,0.0016581440502415928546,0.010442294552146595341,615.12611098492970996,613.7468069220911957,956058428.88211596012,235005628.23942509294,0.75745042373578075345,0.77942613647358804929,10,10,9,0,0
