time,cfl,pressure_at_valve
0,0.00015578,3.00E+06
1.00E-06,0.00015578,3001363.964
0.00015678,0.000155773,3199287.166
0.000312553,0.000155737,3348828.844
0.00046829,0.000155688,3437593.332
0.000623978,0.000155656,3479646.247
0.000779634,0.000155641,3481102.54
0.000935275,0.000155638,3443219.455
0.001090914,0.000155646,3385391.402
0.001246559,0.00015566,3323218.918
0.00140222,0.000155669,3273027.3
0.001557889,0.000155667,3244295.094
0.001713556,0.000155668,3238077.403
0.001869224,0.000155666,3251410.335
0.00202489,0.000155671,3276587.919
0.002180561,0.00015567,3304663.536
0.002336231,0.000155669,3327097.573
0.0024919,0.000155669,3338116.528
0.002647568,0.00015567,3336361.807
0.002803239,0.000155671,3324588.588
0.002958909,0.000155671,3308137.519
0.003114581,0.000155669,3292919.226
0.00327025,0.000155671,3283669.36
0.003425921,0.000155672,3282507.273
0.003581593,0.00015567,3288591.936
0.003737263,0.00015567,3298817.154
0.003892933,0.000155672,3309123.809
0.004048605,0.000155671,3315915.733
0.004204276,0.000155672,3317247.435
0.004359948,0.000155671,3313275.021
0.004515619,0.000155671,3305970.608
0.004671289,0.000155672,3298227.172
0.004826961,0.000155671,3292789.73
0.004982632,0.000155672,3291306.499
0.005138304,0.000155672,3293884.344
0.005293976,0.000155671,3299192.502
0.005449647,0.000155672,3305090.717
0.005605319,0.000155672,3309443.475
0.005760991,0.000155671,3310871.032
0.005916663,0.000155672,3309167.675
0.006072335,0.000155672,3305268.927
0.006228006,0.000155672,3300808.27
0.006383678,0.000155672,3297481.199
0.006539351,0.000155671,3296433.344
0.006695022,0.000155672,3297894.585
0.006850694,0.000155673,3301167.757
0.007006367,0.000155672,3304955.545
0.007162039,0.000155672,3307863.748
0.007317711,0.000155672,3308908.807
0.007473383,0.000155672,3307837.58
0.007629056,0.000155673,3305167.902
0.007784728,0.000155672,3301945.466
0.0079404,0.000155673,3299336.094
0.008096073,0.000155673,3298205.505
0.008251746,0.000155672,3298833.549
0.008407418,0.000155673,3300857.175
0.00856309,0.000155672,3303447.712
0.008718763,0.000155672,3305637.824
0.008874435,0.000155673,3306674.148
0.009030108,0.000155672,3306269.259
0.00918578,0.000155673,3304669.915
0.009341453,0.000155673,3302529.271
0.009497126,0.000155672,3300645.557
0.009652799,0.000155673,3299667.853
0.009808471,0.000155673,3299875.929
0.009964144,0.000155673,3301107.467
0.010119817,0.000155673,3302848.623
0.01027549,0.000155672,3304443.106
0.010431162,0.000155673,3305336.347
0.010586835,0.000155673,3305266.566
0.010742509,0.000155673,3304337.26
0.010898181,0.000155673,3302953.363
0.011053855,0.000155673,3301653.78
0.011209527,0.000155673,3300908.04
0.0113652,0.000155673,3300951.491
0.011520874,0.000155673,3301716.082
0.011676547,0.000155673,3302875.377
0.01183222,0.000155673,3303979.673
0.011987893,0.000155673,3304626.446
0.012143566,0.000155673,3304603.059
0.01229924,0.000155673,3303951.928
0.012454913,0.000155674,3302939.513
0.012610586,0.000155674,3301946.557
0.01276626,0.000155673,3301324.375
0.012921933,0.000155674,3301270.44
0.013077607,0.000155674,3301767.036
0.013233281,0.000155673,3302601.029
0.013388954,0.000155674,3303452.648
0.013544628,0.000155673,3304016.766
0.013700301,0.000155674,3304111.376
0.013855975,0.000155674,3303735.169
0.01401165,0.000155673,3303056.501
0.014167323,0.000155674,3302342.156
0.014322997,0.000155674,3301855.298
0.014478671,0.000155674,3301761.038
0.014634345,0.000155674,3302073.11
0.014790019,0.000155674,3302658.259
0.014945693,0.000155674,3303293.238
0.015101367,0.000155674,3303750.497
0.015257041,0.000155674,3303880.211
0.015412716,0.000155674,3303659.294
0.01556839,0.000155674,3303191.872
0.015724064,0.000155675,3302663.908
0.015879739,0.000155675,3302271.229
0.016035414,0.000155674,3302148.4
0.016191088,0.000155675,3302323.902
0.016346763,0.000155675,3302716.215
0.016502437,0.000155675,3303169.736
0.016658112,0.000155675,3303515.166
0.016813787,0.000155675,3303631.289
0.016969461,0.000155675,3303485.805
0.017125137,0.000155675,3303141.858
0.017280812,0.000155675,3302729.879
0.017436487,0.000155675,3302397.007
0.017592162,0.000155675,3302253.533
0.017747837,0.000155675,3302335.728
0.017903513,0.000155676,3302597.402
0.018059188,0.000155675,3302931.501
